name	station	date	snow_depth
Oslo - Blindern	SN18700	07.06.1963	0
Oslo - Blindern	SN18700	08.06.1963	0
Oslo - Blindern	SN18700	09.06.1963	0
Oslo - Blindern	SN18700	10.06.1963	0
Oslo - Blindern	SN18700	11.06.1963	0
Oslo - Blindern	SN18700	12.06.1963	0
Oslo - Blindern	SN18700	13.06.1963	0
Oslo - Blindern	SN18700	14.06.1963	0
Oslo - Blindern	SN18700	15.06.1963	0
Oslo - Blindern	SN18700	16.06.1963	0
Oslo - Blindern	SN18700	17.06.1963	0
Oslo - Blindern	SN18700	18.06.1963	0
Oslo - Blindern	SN18700	19.06.1963	0
Oslo - Blindern	SN18700	20.06.1963	0
Oslo - Blindern	SN18700	21.06.1963	0
Oslo - Blindern	SN18700	22.06.1963	0
Oslo - Blindern	SN18700	23.06.1963	0
Oslo - Blindern	SN18700	24.06.1963	0
Oslo - Blindern	SN18700	25.06.1963	0
Oslo - Blindern	SN18700	26.06.1963	0
Oslo - Blindern	SN18700	27.06.1963	0
Oslo - Blindern	SN18700	28.06.1963	0
Oslo - Blindern	SN18700	29.06.1963	0
Oslo - Blindern	SN18700	30.06.1963	0
Oslo - Blindern	SN18700	01.07.1963	0
Oslo - Blindern	SN18700	02.07.1963	0
Oslo - Blindern	SN18700	03.07.1963	0
Oslo - Blindern	SN18700	04.07.1963	0
Oslo - Blindern	SN18700	05.07.1963	0
Oslo - Blindern	SN18700	06.07.1963	0
Oslo - Blindern	SN18700	07.07.1963	0
Oslo - Blindern	SN18700	08.07.1963	0
Oslo - Blindern	SN18700	09.07.1963	0
Oslo - Blindern	SN18700	10.07.1963	0
Oslo - Blindern	SN18700	11.07.1963	0
Oslo - Blindern	SN18700	12.07.1963	0
Oslo - Blindern	SN18700	13.07.1963	0
Oslo - Blindern	SN18700	14.07.1963	0
Oslo - Blindern	SN18700	15.07.1963	0
Oslo - Blindern	SN18700	16.07.1963	0
Oslo - Blindern	SN18700	17.07.1963	0
Oslo - Blindern	SN18700	18.07.1963	0
Oslo - Blindern	SN18700	19.07.1963	0
Oslo - Blindern	SN18700	20.07.1963	0
Oslo - Blindern	SN18700	21.07.1963	0
Oslo - Blindern	SN18700	22.07.1963	0
Oslo - Blindern	SN18700	23.07.1963	0
Oslo - Blindern	SN18700	24.07.1963	0
Oslo - Blindern	SN18700	25.07.1963	0
Oslo - Blindern	SN18700	26.07.1963	0
Oslo - Blindern	SN18700	27.07.1963	0
Oslo - Blindern	SN18700	28.07.1963	0
Oslo - Blindern	SN18700	29.07.1963	0
Oslo - Blindern	SN18700	30.07.1963	0
Oslo - Blindern	SN18700	31.07.1963	0
Oslo - Blindern	SN18700	01.08.1963	0
Oslo - Blindern	SN18700	02.08.1963	0
Oslo - Blindern	SN18700	03.08.1963	0
Oslo - Blindern	SN18700	04.08.1963	0
Oslo - Blindern	SN18700	05.08.1963	0
Oslo - Blindern	SN18700	06.08.1963	0
Oslo - Blindern	SN18700	07.08.1963	0
Oslo - Blindern	SN18700	08.08.1963	0
Oslo - Blindern	SN18700	09.08.1963	0
Oslo - Blindern	SN18700	10.08.1963	0
Oslo - Blindern	SN18700	11.08.1963	0
Oslo - Blindern	SN18700	12.08.1963	0
Oslo - Blindern	SN18700	13.08.1963	0
Oslo - Blindern	SN18700	14.08.1963	0
Oslo - Blindern	SN18700	15.08.1963	0
Oslo - Blindern	SN18700	16.08.1963	0
Oslo - Blindern	SN18700	17.08.1963	0
Oslo - Blindern	SN18700	18.08.1963	0
Oslo - Blindern	SN18700	19.08.1963	0
Oslo - Blindern	SN18700	20.08.1963	0
Oslo - Blindern	SN18700	21.08.1963	0
Oslo - Blindern	SN18700	22.08.1963	0
Oslo - Blindern	SN18700	23.08.1963	0
Oslo - Blindern	SN18700	24.08.1963	0
Oslo - Blindern	SN18700	25.08.1963	0
Oslo - Blindern	SN18700	26.08.1963	0
Oslo - Blindern	SN18700	27.08.1963	0
Oslo - Blindern	SN18700	28.08.1963	0
Oslo - Blindern	SN18700	29.08.1963	0
Oslo - Blindern	SN18700	30.08.1963	0
Oslo - Blindern	SN18700	31.08.1963	0
Oslo - Blindern	SN18700	01.09.1963	0
Oslo - Blindern	SN18700	02.09.1963	0
Oslo - Blindern	SN18700	03.09.1963	0
Oslo - Blindern	SN18700	04.09.1963	0
Oslo - Blindern	SN18700	05.09.1963	0
Oslo - Blindern	SN18700	06.09.1963	0
Oslo - Blindern	SN18700	07.09.1963	0
Oslo - Blindern	SN18700	08.09.1963	0
Oslo - Blindern	SN18700	09.09.1963	0
Oslo - Blindern	SN18700	10.09.1963	0
Oslo - Blindern	SN18700	11.09.1963	0
Oslo - Blindern	SN18700	12.09.1963	0
Oslo - Blindern	SN18700	13.09.1963	0
Oslo - Blindern	SN18700	14.09.1963	0
Oslo - Blindern	SN18700	15.09.1963	0
Oslo - Blindern	SN18700	16.09.1963	0
Oslo - Blindern	SN18700	17.09.1963	0
Oslo - Blindern	SN18700	18.09.1963	0
Oslo - Blindern	SN18700	19.09.1963	0
Oslo - Blindern	SN18700	20.09.1963	0
Oslo - Blindern	SN18700	21.09.1963	0
Oslo - Blindern	SN18700	22.09.1963	0
Oslo - Blindern	SN18700	23.09.1963	0
Oslo - Blindern	SN18700	24.09.1963	0
Oslo - Blindern	SN18700	25.09.1963	0
Oslo - Blindern	SN18700	26.09.1963	0
Oslo - Blindern	SN18700	27.09.1963	0
Oslo - Blindern	SN18700	28.09.1963	0
Oslo - Blindern	SN18700	29.09.1963	0
Oslo - Blindern	SN18700	30.09.1963	0
Oslo - Blindern	SN18700	01.10.1963	0
Oslo - Blindern	SN18700	02.10.1963	0
Oslo - Blindern	SN18700	03.10.1963	0
Oslo - Blindern	SN18700	04.10.1963	0
Oslo - Blindern	SN18700	05.10.1963	0
Oslo - Blindern	SN18700	06.10.1963	0
Oslo - Blindern	SN18700	07.10.1963	0
Oslo - Blindern	SN18700	08.10.1963	0
Oslo - Blindern	SN18700	09.10.1963	0
Oslo - Blindern	SN18700	10.10.1963	0
Oslo - Blindern	SN18700	11.10.1963	0
Oslo - Blindern	SN18700	12.10.1963	0
Oslo - Blindern	SN18700	13.10.1963	0
Oslo - Blindern	SN18700	14.10.1963	0
Oslo - Blindern	SN18700	15.10.1963	0
Oslo - Blindern	SN18700	16.10.1963	0
Oslo - Blindern	SN18700	17.10.1963	0
Oslo - Blindern	SN18700	18.10.1963	0
Oslo - Blindern	SN18700	19.10.1963	0
Oslo - Blindern	SN18700	20.10.1963	0
Oslo - Blindern	SN18700	21.10.1963	0
Oslo - Blindern	SN18700	22.10.1963	0
Oslo - Blindern	SN18700	23.10.1963	0
Oslo - Blindern	SN18700	24.10.1963	0
Oslo - Blindern	SN18700	25.10.1963	0
Oslo - Blindern	SN18700	26.10.1963	0
Oslo - Blindern	SN18700	27.10.1963	0
Oslo - Blindern	SN18700	28.10.1963	0
Oslo - Blindern	SN18700	29.10.1963	0
Oslo - Blindern	SN18700	30.10.1963	0
Oslo - Blindern	SN18700	31.10.1963	0
Oslo - Blindern	SN18700	01.11.1963	0
Oslo - Blindern	SN18700	02.11.1963	0
Oslo - Blindern	SN18700	03.11.1963	0
Oslo - Blindern	SN18700	04.11.1963	0
Oslo - Blindern	SN18700	05.11.1963	0
Oslo - Blindern	SN18700	06.11.1963	0
Oslo - Blindern	SN18700	07.11.1963	0
Oslo - Blindern	SN18700	08.11.1963	0
Oslo - Blindern	SN18700	09.11.1963	0
Oslo - Blindern	SN18700	10.11.1963	0
Oslo - Blindern	SN18700	11.11.1963	0
Oslo - Blindern	SN18700	12.11.1963	4
Oslo - Blindern	SN18700	13.11.1963	0
Oslo - Blindern	SN18700	14.11.1963	0
Oslo - Blindern	SN18700	15.11.1963	0
Oslo - Blindern	SN18700	16.11.1963	0
Oslo - Blindern	SN18700	17.11.1963	0
Oslo - Blindern	SN18700	18.11.1963	0
Oslo - Blindern	SN18700	19.11.1963	5
Oslo - Blindern	SN18700	20.11.1963	5
Oslo - Blindern	SN18700	21.11.1963	5
Oslo - Blindern	SN18700	22.11.1963	9
Oslo - Blindern	SN18700	23.11.1963	11
Oslo - Blindern	SN18700	24.11.1963	11
Oslo - Blindern	SN18700	25.11.1963	13
Oslo - Blindern	SN18700	26.11.1963	16
Oslo - Blindern	SN18700	27.11.1963	13
Oslo - Blindern	SN18700	28.11.1963	12
Oslo - Blindern	SN18700	29.11.1963	9
Oslo - Blindern	SN18700	30.11.1963	7
Oslo - Blindern	SN18700	01.12.1963	6
Oslo - Blindern	SN18700	02.12.1963	4
Oslo - Blindern	SN18700	03.12.1963	3
Oslo - Blindern	SN18700	04.12.1963	3
Oslo - Blindern	SN18700	05.12.1963	3
Oslo - Blindern	SN18700	06.12.1963	3
Oslo - Blindern	SN18700	07.12.1963	3
Oslo - Blindern	SN18700	08.12.1963	3
Oslo - Blindern	SN18700	09.12.1963	3
Oslo - Blindern	SN18700	10.12.1963	3
Oslo - Blindern	SN18700	11.12.1963	3
Oslo - Blindern	SN18700	12.12.1963	3
Oslo - Blindern	SN18700	13.12.1963	3
Oslo - Blindern	SN18700	14.12.1963	3
Oslo - Blindern	SN18700	15.12.1963	3
Oslo - Blindern	SN18700	16.12.1963	3
Oslo - Blindern	SN18700	17.12.1963	3
Oslo - Blindern	SN18700	18.12.1963	3
Oslo - Blindern	SN18700	19.12.1963	3
Oslo - Blindern	SN18700	20.12.1963	3
Oslo - Blindern	SN18700	21.12.1963	3
Oslo - Blindern	SN18700	22.12.1963	3
Oslo - Blindern	SN18700	23.12.1963	3
Oslo - Blindern	SN18700	24.12.1963	3
Oslo - Blindern	SN18700	25.12.1963	3
Oslo - Blindern	SN18700	26.12.1963	3
Oslo - Blindern	SN18700	27.12.1963	3
Oslo - Blindern	SN18700	28.12.1963	3
Oslo - Blindern	SN18700	29.12.1963	3
Oslo - Blindern	SN18700	30.12.1963	2
Oslo - Blindern	SN18700	31.12.1963	2
Oslo - Blindern	SN18700	01.01.1964	2
Oslo - Blindern	SN18700	02.01.1964	2
Oslo - Blindern	SN18700	03.01.1964	0
Oslo - Blindern	SN18700	04.01.1964	0
Oslo - Blindern	SN18700	05.01.1964	0
Oslo - Blindern	SN18700	06.01.1964	0
Oslo - Blindern	SN18700	07.01.1964	0
Oslo - Blindern	SN18700	08.01.1964	0
Oslo - Blindern	SN18700	09.01.1964	0
Oslo - Blindern	SN18700	10.01.1964	0
Oslo - Blindern	SN18700	11.01.1964	0
Oslo - Blindern	SN18700	12.01.1964	0
Oslo - Blindern	SN18700	13.01.1964	0
Oslo - Blindern	SN18700	14.01.1964	0
Oslo - Blindern	SN18700	15.01.1964	0
Oslo - Blindern	SN18700	16.01.1964	0
Oslo - Blindern	SN18700	17.01.1964	0
Oslo - Blindern	SN18700	18.01.1964	0
Oslo - Blindern	SN18700	19.01.1964	0
Oslo - Blindern	SN18700	20.01.1964	0
Oslo - Blindern	SN18700	21.01.1964	0
Oslo - Blindern	SN18700	22.01.1964	0
Oslo - Blindern	SN18700	23.01.1964	0
Oslo - Blindern	SN18700	24.01.1964	0
Oslo - Blindern	SN18700	25.01.1964	0
Oslo - Blindern	SN18700	26.01.1964	0
Oslo - Blindern	SN18700	27.01.1964	5
Oslo - Blindern	SN18700	28.01.1964	6
Oslo - Blindern	SN18700	29.01.1964	5
Oslo - Blindern	SN18700	30.01.1964	2
Oslo - Blindern	SN18700	31.01.1964	0
Oslo - Blindern	SN18700	01.02.1964	2
Oslo - Blindern	SN18700	02.02.1964	7
Oslo - Blindern	SN18700	03.02.1964	5
Oslo - Blindern	SN18700	04.02.1964	2
Oslo - Blindern	SN18700	05.02.1964	2
Oslo - Blindern	SN18700	06.02.1964	2
Oslo - Blindern	SN18700	07.02.1964	2
Oslo - Blindern	SN18700	08.02.1964	2
Oslo - Blindern	SN18700	09.02.1964	2
Oslo - Blindern	SN18700	10.02.1964	2
Oslo - Blindern	SN18700	11.02.1964	2
Oslo - Blindern	SN18700	12.02.1964	2
Oslo - Blindern	SN18700	13.02.1964	2
Oslo - Blindern	SN18700	14.02.1964	2
Oslo - Blindern	SN18700	15.02.1964	2
Oslo - Blindern	SN18700	16.02.1964	4
Oslo - Blindern	SN18700	17.02.1964	4
Oslo - Blindern	SN18700	18.02.1964	4
Oslo - Blindern	SN18700	19.02.1964	4
Oslo - Blindern	SN18700	20.02.1964	4
Oslo - Blindern	SN18700	21.02.1964	4
Oslo - Blindern	SN18700	22.02.1964	4
Oslo - Blindern	SN18700	23.02.1964	4
Oslo - Blindern	SN18700	24.02.1964	4
Oslo - Blindern	SN18700	25.02.1964	5
Oslo - Blindern	SN18700	26.02.1964	5
Oslo - Blindern	SN18700	27.02.1964	9
Oslo - Blindern	SN18700	28.02.1964	11
Oslo - Blindern	SN18700	29.02.1964	10
Oslo - Blindern	SN18700	01.03.1964	8
Oslo - Blindern	SN18700	02.03.1964	7
Oslo - Blindern	SN18700	03.03.1964	6
Oslo - Blindern	SN18700	04.03.1964	6
Oslo - Blindern	SN18700	05.03.1964	6
Oslo - Blindern	SN18700	06.03.1964	5
Oslo - Blindern	SN18700	07.03.1964	5
Oslo - Blindern	SN18700	08.03.1964	5
Oslo - Blindern	SN18700	09.03.1964	4
Oslo - Blindern	SN18700	10.03.1964	1
Oslo - Blindern	SN18700	11.03.1964	1
Oslo - Blindern	SN18700	12.03.1964	1
Oslo - Blindern	SN18700	13.03.1964	1
Oslo - Blindern	SN18700	14.03.1964	1
Oslo - Blindern	SN18700	15.03.1964	1
Oslo - Blindern	SN18700	16.03.1964	0
Oslo - Blindern	SN18700	17.03.1964	0
Oslo - Blindern	SN18700	18.03.1964	0
Oslo - Blindern	SN18700	19.03.1964	0
Oslo - Blindern	SN18700	20.03.1964	0
Oslo - Blindern	SN18700	21.03.1964	0
Oslo - Blindern	SN18700	22.03.1964	1
Oslo - Blindern	SN18700	23.03.1964	0
Oslo - Blindern	SN18700	24.03.1964	0
Oslo - Blindern	SN18700	25.03.1964	0
Oslo - Blindern	SN18700	26.03.1964	0
Oslo - Blindern	SN18700	27.03.1964	0
Oslo - Blindern	SN18700	28.03.1964	0
Oslo - Blindern	SN18700	29.03.1964	0
Oslo - Blindern	SN18700	30.03.1964	0
Oslo - Blindern	SN18700	31.03.1964	0
Oslo - Blindern	SN18700	01.04.1964	0
Oslo - Blindern	SN18700	02.04.1964	0
Oslo - Blindern	SN18700	03.04.1964	0
Oslo - Blindern	SN18700	04.04.1964	0
Oslo - Blindern	SN18700	05.04.1964	0
Oslo - Blindern	SN18700	06.04.1964	0
Oslo - Blindern	SN18700	07.04.1964	2
Oslo - Blindern	SN18700	08.04.1964	0
Oslo - Blindern	SN18700	09.04.1964	0
Oslo - Blindern	SN18700	10.04.1964	0
Oslo - Blindern	SN18700	11.04.1964	0
Oslo - Blindern	SN18700	12.04.1964	0
Oslo - Blindern	SN18700	13.04.1964	0
Oslo - Blindern	SN18700	14.04.1964	0
Oslo - Blindern	SN18700	15.04.1964	0
Oslo - Blindern	SN18700	16.04.1964	0
Oslo - Blindern	SN18700	17.04.1964	0
Oslo - Blindern	SN18700	18.04.1964	0
Oslo - Blindern	SN18700	19.04.1964	0
Oslo - Blindern	SN18700	20.04.1964	0
Oslo - Blindern	SN18700	21.04.1964	0
Oslo - Blindern	SN18700	22.04.1964	0
Oslo - Blindern	SN18700	23.04.1964	0
Oslo - Blindern	SN18700	24.04.1964	0
Oslo - Blindern	SN18700	25.04.1964	0
Oslo - Blindern	SN18700	26.04.1964	0
Oslo - Blindern	SN18700	27.04.1964	0
Oslo - Blindern	SN18700	28.04.1964	0
Oslo - Blindern	SN18700	29.04.1964	0
Oslo - Blindern	SN18700	30.04.1964	0
Oslo - Blindern	SN18700	01.05.1964	0
Oslo - Blindern	SN18700	02.05.1964	0
Oslo - Blindern	SN18700	03.05.1964	0
Oslo - Blindern	SN18700	04.05.1964	0
Oslo - Blindern	SN18700	05.05.1964	0
Oslo - Blindern	SN18700	06.05.1964	0
Oslo - Blindern	SN18700	07.05.1964	0
Oslo - Blindern	SN18700	08.05.1964	0
Oslo - Blindern	SN18700	09.05.1964	0
Oslo - Blindern	SN18700	10.05.1964	0
Oslo - Blindern	SN18700	11.05.1964	0
Oslo - Blindern	SN18700	12.05.1964	0
Oslo - Blindern	SN18700	13.05.1964	0
Oslo - Blindern	SN18700	14.05.1964	0
Oslo - Blindern	SN18700	15.05.1964	0
Oslo - Blindern	SN18700	16.05.1964	0
Oslo - Blindern	SN18700	17.05.1964	0
Oslo - Blindern	SN18700	18.05.1964	0
Oslo - Blindern	SN18700	19.05.1964	0
Oslo - Blindern	SN18700	20.05.1964	0
Oslo - Blindern	SN18700	21.05.1964	0
Oslo - Blindern	SN18700	22.05.1964	0
Oslo - Blindern	SN18700	23.05.1964	0
Oslo - Blindern	SN18700	24.05.1964	0
Oslo - Blindern	SN18700	25.05.1964	0
Oslo - Blindern	SN18700	26.05.1964	0
Oslo - Blindern	SN18700	27.05.1964	0
Oslo - Blindern	SN18700	28.05.1964	0
Oslo - Blindern	SN18700	29.05.1964	0
Oslo - Blindern	SN18700	30.05.1964	0
Oslo - Blindern	SN18700	31.05.1964	0
Oslo - Blindern	SN18700	01.06.1964	0
Oslo - Blindern	SN18700	02.06.1964	0
Oslo - Blindern	SN18700	03.06.1964	0
Oslo - Blindern	SN18700	04.06.1964	0
Oslo - Blindern	SN18700	05.06.1964	0
Oslo - Blindern	SN18700	06.06.1964	0
Oslo - Blindern	SN18700	07.06.1964	0
Oslo - Blindern	SN18700	08.06.1964	0
Oslo - Blindern	SN18700	09.06.1964	0
Oslo - Blindern	SN18700	10.06.1964	0
Oslo - Blindern	SN18700	11.06.1964	0
Oslo - Blindern	SN18700	12.06.1964	0
Oslo - Blindern	SN18700	13.06.1964	0
Oslo - Blindern	SN18700	14.06.1964	0
Oslo - Blindern	SN18700	15.06.1964	0
Oslo - Blindern	SN18700	16.06.1964	0
Oslo - Blindern	SN18700	17.06.1964	0
Oslo - Blindern	SN18700	18.06.1964	0
Oslo - Blindern	SN18700	19.06.1964	0
Oslo - Blindern	SN18700	20.06.1964	0
Oslo - Blindern	SN18700	21.06.1964	0
Oslo - Blindern	SN18700	22.06.1964	0
Oslo - Blindern	SN18700	23.06.1964	0
Oslo - Blindern	SN18700	24.06.1964	0
Oslo - Blindern	SN18700	25.06.1964	0
Oslo - Blindern	SN18700	26.06.1964	0
Oslo - Blindern	SN18700	27.06.1964	0
Oslo - Blindern	SN18700	28.06.1964	0
Oslo - Blindern	SN18700	29.06.1964	0
Oslo - Blindern	SN18700	30.06.1964	0
Oslo - Blindern	SN18700	01.07.1964	0
Oslo - Blindern	SN18700	02.07.1964	0
Oslo - Blindern	SN18700	03.07.1964	0
Oslo - Blindern	SN18700	04.07.1964	0
Oslo - Blindern	SN18700	05.07.1964	0
Oslo - Blindern	SN18700	06.07.1964	0
Oslo - Blindern	SN18700	07.07.1964	0
Oslo - Blindern	SN18700	08.07.1964	0
Oslo - Blindern	SN18700	09.07.1964	0
Oslo - Blindern	SN18700	10.07.1964	0
Oslo - Blindern	SN18700	11.07.1964	0
Oslo - Blindern	SN18700	12.07.1964	0
Oslo - Blindern	SN18700	13.07.1964	0
Oslo - Blindern	SN18700	14.07.1964	0
Oslo - Blindern	SN18700	15.07.1964	0
Oslo - Blindern	SN18700	16.07.1964	0
Oslo - Blindern	SN18700	17.07.1964	0
Oslo - Blindern	SN18700	18.07.1964	0
Oslo - Blindern	SN18700	19.07.1964	0
Oslo - Blindern	SN18700	20.07.1964	0
Oslo - Blindern	SN18700	21.07.1964	0
Oslo - Blindern	SN18700	22.07.1964	0
Oslo - Blindern	SN18700	23.07.1964	0
Oslo - Blindern	SN18700	24.07.1964	0
Oslo - Blindern	SN18700	25.07.1964	0
Oslo - Blindern	SN18700	26.07.1964	0
Oslo - Blindern	SN18700	27.07.1964	0
Oslo - Blindern	SN18700	28.07.1964	0
Oslo - Blindern	SN18700	29.07.1964	0
Oslo - Blindern	SN18700	30.07.1964	0
Oslo - Blindern	SN18700	31.07.1964	0
Oslo - Blindern	SN18700	01.08.1964	0
Oslo - Blindern	SN18700	02.08.1964	0
Oslo - Blindern	SN18700	03.08.1964	0
Oslo - Blindern	SN18700	04.08.1964	0
Oslo - Blindern	SN18700	05.08.1964	0
Oslo - Blindern	SN18700	06.08.1964	0
Oslo - Blindern	SN18700	07.08.1964	0
Oslo - Blindern	SN18700	08.08.1964	0
Oslo - Blindern	SN18700	09.08.1964	0
Oslo - Blindern	SN18700	10.08.1964	0
Oslo - Blindern	SN18700	11.08.1964	0
Oslo - Blindern	SN18700	12.08.1964	0
Oslo - Blindern	SN18700	13.08.1964	0
Oslo - Blindern	SN18700	14.08.1964	0
Oslo - Blindern	SN18700	15.08.1964	0
Oslo - Blindern	SN18700	16.08.1964	0
Oslo - Blindern	SN18700	17.08.1964	0
Oslo - Blindern	SN18700	18.08.1964	0
Oslo - Blindern	SN18700	19.08.1964	0
Oslo - Blindern	SN18700	20.08.1964	0
Oslo - Blindern	SN18700	21.08.1964	0
Oslo - Blindern	SN18700	22.08.1964	0
Oslo - Blindern	SN18700	23.08.1964	0
Oslo - Blindern	SN18700	24.08.1964	0
Oslo - Blindern	SN18700	25.08.1964	0
Oslo - Blindern	SN18700	26.08.1964	0
Oslo - Blindern	SN18700	27.08.1964	0
Oslo - Blindern	SN18700	28.08.1964	0
Oslo - Blindern	SN18700	29.08.1964	0
Oslo - Blindern	SN18700	30.08.1964	0
Oslo - Blindern	SN18700	31.08.1964	0
Oslo - Blindern	SN18700	01.09.1964	0
Oslo - Blindern	SN18700	02.09.1964	0
Oslo - Blindern	SN18700	03.09.1964	0
Oslo - Blindern	SN18700	04.09.1964	0
Oslo - Blindern	SN18700	05.09.1964	0
Oslo - Blindern	SN18700	06.09.1964	0
Oslo - Blindern	SN18700	07.09.1964	0
Oslo - Blindern	SN18700	08.09.1964	0
Oslo - Blindern	SN18700	09.09.1964	0
Oslo - Blindern	SN18700	10.09.1964	0
Oslo - Blindern	SN18700	11.09.1964	0
Oslo - Blindern	SN18700	12.09.1964	0
Oslo - Blindern	SN18700	13.09.1964	0
Oslo - Blindern	SN18700	14.09.1964	0
Oslo - Blindern	SN18700	15.09.1964	0
Oslo - Blindern	SN18700	16.09.1964	0
Oslo - Blindern	SN18700	17.09.1964	0
Oslo - Blindern	SN18700	18.09.1964	0
Oslo - Blindern	SN18700	19.09.1964	0
Oslo - Blindern	SN18700	20.09.1964	0
Oslo - Blindern	SN18700	21.09.1964	0
Oslo - Blindern	SN18700	22.09.1964	0
Oslo - Blindern	SN18700	23.09.1964	0
Oslo - Blindern	SN18700	24.09.1964	0
Oslo - Blindern	SN18700	25.09.1964	0
Oslo - Blindern	SN18700	26.09.1964	0
Oslo - Blindern	SN18700	27.09.1964	0
Oslo - Blindern	SN18700	28.09.1964	0
Oslo - Blindern	SN18700	29.09.1964	0
Oslo - Blindern	SN18700	30.09.1964	0
Oslo - Blindern	SN18700	01.10.1964	0
Oslo - Blindern	SN18700	02.10.1964	0
Oslo - Blindern	SN18700	03.10.1964	0
Oslo - Blindern	SN18700	04.10.1964	0
Oslo - Blindern	SN18700	05.10.1964	0
Oslo - Blindern	SN18700	06.10.1964	0
Oslo - Blindern	SN18700	07.10.1964	0
Oslo - Blindern	SN18700	08.10.1964	0
Oslo - Blindern	SN18700	09.10.1964	0
Oslo - Blindern	SN18700	10.10.1964	0
Oslo - Blindern	SN18700	11.10.1964	0
Oslo - Blindern	SN18700	12.10.1964	0
Oslo - Blindern	SN18700	13.10.1964	0
Oslo - Blindern	SN18700	14.10.1964	0
Oslo - Blindern	SN18700	15.10.1964	0
Oslo - Blindern	SN18700	16.10.1964	0
Oslo - Blindern	SN18700	17.10.1964	0
Oslo - Blindern	SN18700	18.10.1964	0
Oslo - Blindern	SN18700	19.10.1964	0
Oslo - Blindern	SN18700	20.10.1964	0
Oslo - Blindern	SN18700	21.10.1964	0
Oslo - Blindern	SN18700	22.10.1964	0
Oslo - Blindern	SN18700	23.10.1964	0
Oslo - Blindern	SN18700	24.10.1964	0
Oslo - Blindern	SN18700	25.10.1964	0
Oslo - Blindern	SN18700	26.10.1964	0
Oslo - Blindern	SN18700	27.10.1964	0
Oslo - Blindern	SN18700	28.10.1964	0
Oslo - Blindern	SN18700	29.10.1964	0
Oslo - Blindern	SN18700	30.10.1964	0
Oslo - Blindern	SN18700	31.10.1964	0
Oslo - Blindern	SN18700	01.11.1964	0
Oslo - Blindern	SN18700	02.11.1964	0
Oslo - Blindern	SN18700	03.11.1964	0
Oslo - Blindern	SN18700	04.11.1964	0
Oslo - Blindern	SN18700	05.11.1964	0
Oslo - Blindern	SN18700	06.11.1964	0
Oslo - Blindern	SN18700	07.11.1964	0
Oslo - Blindern	SN18700	08.11.1964	0
Oslo - Blindern	SN18700	09.11.1964	0
Oslo - Blindern	SN18700	10.11.1964	0
Oslo - Blindern	SN18700	11.11.1964	0
Oslo - Blindern	SN18700	12.11.1964	0
Oslo - Blindern	SN18700	13.11.1964	0
Oslo - Blindern	SN18700	14.11.1964	0
Oslo - Blindern	SN18700	15.11.1964	0
Oslo - Blindern	SN18700	16.11.1964	0
Oslo - Blindern	SN18700	17.11.1964	0
Oslo - Blindern	SN18700	18.11.1964	0
Oslo - Blindern	SN18700	19.11.1964	0
Oslo - Blindern	SN18700	20.11.1964	10
Oslo - Blindern	SN18700	21.11.1964	10
Oslo - Blindern	SN18700	22.11.1964	10
Oslo - Blindern	SN18700	23.11.1964	9
Oslo - Blindern	SN18700	24.11.1964	6
Oslo - Blindern	SN18700	25.11.1964	6
Oslo - Blindern	SN18700	26.11.1964	5
Oslo - Blindern	SN18700	27.11.1964	4
Oslo - Blindern	SN18700	28.11.1964	4
Oslo - Blindern	SN18700	29.11.1964	5
Oslo - Blindern	SN18700	30.11.1964	6
Oslo - Blindern	SN18700	01.12.1964	11
Oslo - Blindern	SN18700	02.12.1964	9
Oslo - Blindern	SN18700	03.12.1964	4
Oslo - Blindern	SN18700	04.12.1964	11
Oslo - Blindern	SN18700	05.12.1964	23
Oslo - Blindern	SN18700	06.12.1964	23
Oslo - Blindern	SN18700	07.12.1964	11
Oslo - Blindern	SN18700	08.12.1964	9
Oslo - Blindern	SN18700	09.12.1964	3
Oslo - Blindern	SN18700	10.12.1964	0
Oslo - Blindern	SN18700	11.12.1964	0
Oslo - Blindern	SN18700	12.12.1964	0
Oslo - Blindern	SN18700	13.12.1964	0
Oslo - Blindern	SN18700	14.12.1964	0
Oslo - Blindern	SN18700	15.12.1964	0
Oslo - Blindern	SN18700	16.12.1964	0
Oslo - Blindern	SN18700	17.12.1964	0
Oslo - Blindern	SN18700	18.12.1964	1
Oslo - Blindern	SN18700	19.12.1964	1
Oslo - Blindern	SN18700	20.12.1964	3
Oslo - Blindern	SN18700	21.12.1964	3
Oslo - Blindern	SN18700	22.12.1964	3
Oslo - Blindern	SN18700	23.12.1964	3
Oslo - Blindern	SN18700	24.12.1964	3
Oslo - Blindern	SN18700	25.12.1964	3
Oslo - Blindern	SN18700	26.12.1964	3
Oslo - Blindern	SN18700	27.12.1964	3
Oslo - Blindern	SN18700	28.12.1964	3
Oslo - Blindern	SN18700	29.12.1964	3
Oslo - Blindern	SN18700	30.12.1964	5
Oslo - Blindern	SN18700	31.12.1964	19
Oslo - Blindern	SN18700	01.01.1965	17
Oslo - Blindern	SN18700	02.01.1965	17
Oslo - Blindern	SN18700	03.01.1965	17
Oslo - Blindern	SN18700	04.01.1965	16
Oslo - Blindern	SN18700	05.01.1965	15
Oslo - Blindern	SN18700	06.01.1965	15
Oslo - Blindern	SN18700	07.01.1965	14
Oslo - Blindern	SN18700	08.01.1965	15
